path,tracked,pre_batch_hash,current_hash,file_bytes,file_count,reason,owner,required_by_pipeline,safe_to_ignore,must_preserve,move_to_isolated_evidence,note
ultimate_pipeline/tests/unit/test_tile_iou_report_wire.py,False,,1a59692af5f3bff8a67ff596449120f03aedaaf8a9f07623e772ddcdec416558,8736,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_tile_matcher_spatial.py,False,,7b352d74d4c80d935dea7252537a5bef7caf26dbc97f810f59e1d24fb703bb97,7002,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_xodr_cropper_gps.py,False,,aa77e67d61ffd8e9f0aacb7858dfa5805d9024e05c360ff9024c39ac1624bc71,2549,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/thesis/,False,,0c8c1f854c7f8f3c9ef2e5ac832154280a017768a4d034c0a69c0f5bb6b1157c,,6,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/tile_validation/,False,,0a6ff093c78d4d090cd586c150e3e2f97fcfb82d2ada0ffa0824f06fe3dc6102,,22,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/tiling/seam_artifacts.py,False,,08682620141341ffe8c5163e63a95858eb76fbb912c3bd371c7dfe9519cd5dd2,5956,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/stream_tiles.py,False,,16324502aed4a81e6e1b42bad5325f4625ef6c69861f4065bdfc8ac3e9a096d9,2819,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/tile_adjacency.py,False,,4832e39e97c0165544301aa117e647a532d260e2b808c2a63d993efe03d62efe,4248,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/tile_auto_forensics.py,False,,b5ec8cca5e2a975714c41936645e741aad7a6a9cd3099ac74a6bcb712dd3da5f,1511,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/tile_extractor.py,False,,800fc17ce444cd362c84919b51a8dbf03cb2e0c7823bceb04c9c8597961f74f5,16029,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/tile_matcher.py,False,,e8f3a01ebae5903d45e8eb149070a8ff51418ee95911372a6c1d6b081470ea16,1611,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/tile_metadata.py,False,,fd1353840911e448c784e1fbc4f303a02deb6670a9606e9385bc25bafd1345c9,13384,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tiling/tile_validator.py,False,,5107be1edb549bcacbae50d13d9a558895f9ece94815bcec91d4443f2602d635,4519,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/artifact_integrity_check.py,False,,cf21aee66bb21fd0d909689bf018673574804f74fcf842daf6beab5575eede0f,5911,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/artifact_locator.py,False,,43ed71649cf3dfa8958498b6fa0a6c6f67fdd41f15c32016bacf51b7a2260b6b,2394,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/assert_carla_invariants.py,False,,46e55131ce6596376a620e2882016f90379658243ad97c606e2ed1f311e452a6,9678,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/audit_thesis_topic_contract.py,False,,ff8a94eec2f3e02a3325c3364e316304618c5f7406958130fcca79c639747346,9711,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/build_ledger_salvage_index.py,False,,889a6bf91d1841193b50928370267e90b21ebbf9f2027d6726b2476cf9d6e43c,5199,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/calib_sanity_check.py,False,,93067aede5ea6bdcb4e1c128c8687784853769c4fff13de60289ba59ce81cb10,4484,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/calibrate_sensors_in_carla.py,False,,455c4216d24ef656cabcf8189c4fa4cb3864a32eb549632c3abd0bf2924fd66e,23014,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/capture_perception_pair_safe.py,False,,8383f4a4576d7e85441d7ab550b875875c4cbdf4fbbd604ef518294f7523d590,8372,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/capture_rgb_200frames.py,False,,df321a7ef44d97537088a1a49d8db03261814278aad2f13fb50054cb0edf7bce,12944,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_preflight.py,False,,a3c9c57c8481fc1727e7aa21de6ec7aa8f83978a0262b94b1f457dfed147232f,9158,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_probe.py,False,,09cb089632e21e850087eb48be56df175bc8ee29d6cc15727ade876a8e22084f,9957,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_probe_map.py,False,,95d0807af8bce287137f6f0e7ecb60ba4c210ebc2ac6a577573f448ab861e97b,8954,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_probe_port.py,False,,edb20882eb04556fc4627226f82b139239082a7c5c879ec937fe508b173064d6,3190,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_screenshot_once.py,False,,476d41518c4904a070ac9cfddc613ff75e2e7bf01e43e08b72e955e53a526eec,5242,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_smoke_suite.py,False,,07af735a3c6c300781c496b711ba830e01fed66693a70c66ac029dca76ef7edf,11595,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/carla_visual_smoke_gate.py,False,,74f29ea4803fe1185dc27ce39988b7613bdfaf8d622b94adb867f260555dbbee,14180,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/check_osm2world_stack.py,False,,83caed08cd008f28792cf4942873087ef503d883894ebd653dbefaff333305a4,11334,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/check_osm_to_carla_determinism.py,False,,c93dcf45574d3e1f060634af807256954e1354aea722b30f05c1954c9a943348,17609,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/check_seams.py,False,,af08f096c4c2321513dd79dc9085aa72c0cb28982aa8c80353f8b1d16d0ddd53,3751,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/check_sensor_rig.py,False,,ea52adc019d9fb8af2a295d3f7fe3c8001bdf9729ee9113a9c1ea0a23ba447b1,1633,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/check_tile_alignment.py,False,,57ae785bebdd3366717daec262893b8d3652f3a5b69ef93323160ace4b5c6047,4733,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/compare_runs_determinism.py,False,,4173d1caf4c5997b92941a74a132a0ea6f5dd759a08a955971af985fb67fb0bb,6453,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/compute_missing_run11_metrics.py,False,,f871b500145dc8104345a18bb4db4154ffd6e72db335b1927e12f2b09010cd4a,10171,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/compute_perception_gap.py,False,,089673c01452b5233f10dcc7a213940d1aacb9b223262bd76dd14daf21a18e91,3435,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/coordinate_system_artifact.py,False,,d9cba7af1bbf278c2563627cf8d51ed0767aa181080ac167af32f24a1ad14e65,10270,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/determinism_classify.py,False,,096571f39ef9dfa1ba91dc5783fa13c8b1094d11de558a278263cba71f98ca60,3559,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/diagnose_pipeline.py,False,,1333b65b27d3108a6409434de7f2f3e3a69efac92115060251f32eda5e245fad,3428,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/diagnostic_carla_probe.py,False,,72f389b52e958f2c397900ea812a30672998661fa6418b1b57c5f357820efb99,4436,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/drivability_probe.py,False,,6f4129841fa38eb59d1291c53532867d7ffc3ac0c5cb6ee9830edb5d034b8533,725,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/env_check_carla.py,False,,39298f1b10df345ebe6ffaafe095fe9d237ef62681611c2004c873020f0158c7,1453,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/evaluate_tiling.py,False,,e4c073296552afd87f1a5e134d157bb2bb10a3d175fa194ee02fdd9f2b51cb84,27722,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/export_thesis_tables.py,False,,c1a0276d9fffab590efe06640286debd322af68e8020486b5e2722472b16fb5c,6664,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/extract_elevation_stats.py,False,,2c6b3276bdd7d143b0bd3386638a7fe012e035b5e2d29f3352e094e602add7a3,19892,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/final_map_readiness_gate.py,False,,848e3dbda1e1c7f841804023f22df8ebec9cc1a605428f009e4f561459f6dcc5,16535,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/find_duplicate_files.py,False,,7bd0aa030bb8c8f9320fb1d889839c48b21203433813f48c60a11cedc8eafb16,2480,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/generate_enrichments_json.py,False,,ec49e6a365f3b8917e9130de6971f2106df3fa7e11e1f30800f834dfa8fb50ba,16107,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/generate_n_runs.py,False,,a81563ce615812310bd065883d62691b93323356f7fb5b2cd346d33431dac574,18029,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/hash_tree.py,False,,bfc09b526b8838c51c85eb6df395c6f66ad4e50202fb445fd50fd8173e285ecd,7745,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/junction_connector_rebuild.py,False,,1f86b6c1cc1b3ae1a0a3a3d4c097314f55f86600ac2b1a610da5d4340316f6bc,19150,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/list_entrypoints.py,False,,0c83d2b21cb2fb965bc73a4eb9221e98db2f7d7ebc5cfe2bf659610f50f4b3d8,213,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/load_final_into_carla.py,False,,3c3d329150461de524cf48497a7965f51254c997879e4a3e71f2c04c29541670,498,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/map_only_probe.py,False,,eb220b59e2b55417fd864defbc4344fa2d9a7e3d31828319143a5795b3258cfe,16925,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/osm_stats.py,False,,96c8b032a9bf148afb1a2bb3c2583032bee532a0e23e9069c568a83f6bf103bc,11329,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/ost_run_protocol_adapter.py,False,,4ecf0062638d4468b86381a4fc1bf34bfeda42c03f79ed5be0240114230ff447,11353,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/pack_thesis_run.py,False,,f15b881b09fdada3e1d215b750647bc65c1a97cc2b08baeea089379032ab004d,12231,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/path_utils.py,False,,1b67d15c51a080799a173a94aa934318b9143c1aa5fb2a6824cc2690b01ae2ba,2267,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/perception_artifacts.py,False,,763450918ca9366e961d750cfb2ee7736b471d42049324f8cd21a2f025f4438e,7568,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/post_run_carla_sanity.py,False,,c703427bb94a46b3cbf5753545f17a1aab091ce0e0591d0b161488b79d69f665,9242,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/preflight_xodr_loadability.py,False,,26d5d436a820282f921960ae9d01b7361f2632318e5848754710ec251091759a,13221,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/preload_map.py,False,,7d441a2fce98b12436c6c5429359ea35b4d06c08a95a33d3c3a4184be75f4784,6805,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/print_run_paths.py,False,,9d97e4e77f61d3c32fbea34527064a25fac4ab2b6013314f3403d474c1178bee,1550,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/probe_carla.py,False,,368cb20716db80447654290bcf767ab99f962766964ddd3bdd94f4eb72f24103,6620,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/project_tools.py,False,,d6f3e901c69f7c2d52c46e12cc8193bbe327ee6ad04a1c8134575e9694b77353,2940,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/reconcile_run11_authority.py,False,,7e13c5621d3e16593a4154834de8afcd95e88adbd9129ee9bcc530dbaf93e19f,13005,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/repair_drop_invalid_lane_link_targets.py,False,,bf732c3a2b1d92a139e63f1e5a3dd5be5f17f2b7ed3378ee7717a40383521a00,3373,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/repair_lane_widths.py,False,,d9511392407480270b5f0d023f50291a55e16cfc692635aff4e95b824f49ee95,520,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_arm.py,False,,ab258e76fef8eab464693ca8576e4b3a7668ba160fe4d9862d929d0ca73ab3c5,352,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_auto_xodr_record.py,False,,e1bc1bb1da887d2eb7859d85f06b1985cb9fa1bc335af387c634ec308fceb3a2,4799,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_experiments.py,False,,0abcab4b34c382af2464d23ff256e5bfa6cdc2f69fe59a593b35bb139ffdd649,20881,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_full_perception_collect.py,False,,3e8d785d06c822f60694a874726254d3c1161a886657511b1ae0d9e4d28342e7,15638,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_gnn_pipeline.py,False,,347a1eaa487918223b128f16d355d6b33120c01a78735c7b9f39f03a4372689a,6913,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_offline_gaps_from_pair.py,False,,06fc4b1a3cdfc40a6831cc28585e9dcc50d00f924c9143e13ef99ce6aa753359,17211,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_perception_pair.py,False,,567ef40f4cada1d4ead0cfbb44549b27c428a16fee1fb0ecf3af5f1c59054a0d,91591,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_perception_retry.py,False,,669ddc13f33eb1075539f551974b7fa2495590e1bc150ba0fdc48680f4cbe554,8714,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_perception_safe.py,False,,08f47d099e56b9fc7065bcdcba33196a157e54983d1e258df64b79601a288130,277141,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_scenariorunner_once.py,False,,0da044671e852da6ada5ac79274884ec0b7a82de114ea2f3036e98fd01be9b68,3942,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_scenarios_batch.py,False,,d6314ea869abc824662fbf146907c91b90a7aa3354d2b39740ed935ff3812814,4931,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_thesis_experiments.py,False,,f3d438003e00007a97376a09a7a15f00bff96b9ec6d12ffdfddc747ebea4feee,11611,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_thesis_final_experiments.py,False,,3924fa24315b2596155ecacf52850bd2bf4c0be5b88a79ae492f79d3cc161ad3,54201,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_tile_perception_sweep.py,False,,3d9c9c3f32939f1e798e487077cbea2b3bda69d38e839045de5b12426be342a9,8101,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/run_tile_qa_controller.py,False,,c2eaaad7b340d619b11cbf8121f57643885a3fcfee10eeefac9ab8af95633abb,350,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/select_and_view_tile.py,False,,71d6c0d7ef0d8eef9bc34cf27d648e1cf02fcacf3399c516d394408c145e5c90,2279,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/smoke_check_all.py,False,,2a19f2455468c24631c1a8fbdf8110be6cc3cac34ee476d821f8d1240e929b16,31350,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/smoke_check_spawn.py,False,,ad570540824a7c048f8f36b154195d6544c3f0396ed8779663d80f69a78db689,5884,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/smoke_load_xodr.py,False,,248a3be19210cdf502779c813e08039ba169df9676c19f12e2eed00302446656,19225,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/smoke_osm2world.py,False,,d8e553e895b6a9534859675ab955851b0e93f8bba098998d60887770d0571469,4514,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/spawn_sanity_objects.py,False,,ab0a1e48523de4c098cc9b5ca79cb13e4cce1b17927d3c9cf6ec90329775931c,10750,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/spawn_thesis_rig.py,False,,634fab3511203f7527371d519360877a796881f5ebceacbd6ed76702c71b1e5c,9064,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/stage_gate_regression.py,False,,d75151473a04f62f7d8053f0dcd11d43786853f98bdfc4325fe4d5412da1c614,1512,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/start_carla_load_xodr.py,False,,d9f47e7209aaa6098a7159ad4381fa17eb38fecc91b1be5179238eb0cd803585,2784,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/stream_subprocess.py,False,,ea9b786a73cc8eb6e8014aec30fb15e264db802d635c88710c928f1e89a0694c,2945,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/sweep_calib_setups.py,False,,1a6742fd4cb5ad2b77881b3bb310c10a9249de2ee99d2bf31bcc6bf8813f60fb,20291,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/system_metrics_monitor.py,False,,e882069daa798dcaa49988037dc59b4dff1bffe458eb1fd3b303590b25c3ea39,2354,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/tests/,False,,0cdc9e577368a57d5288526354f6d67771eb4cdd6896faac8a47ff533a76dd49,,5,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/tools/thesis_orchestrator.py,False,,bf19d793377c437a455942e4302c0bd8985c5a08546e78d35c2eb15a4e0f7999,6178,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/thesis_protocol_postprocess.py,False,,daed8318e3790c318bb5cf17a6d5361dd1111e650b87a088c15e45d4d6feaa9d,6424,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/thesis_qa_bundle.py,False,,4a336a5c9e8d09652e54d24fd63d1fe50597a87bade87f34c2c81f0f4e1e9eef,5699,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/tile_manual_xodr_windows.py,False,,1ea31fa5315b6fecc9fae1cf8a1c0c3a4dbc96fffe5e980b5585cce797d16d87,13265,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/tile_qa_batch.py,False,,c8045d37152ffc2af8b30fda02c2d86bfe3e3104680409178f03f93c89360ea9,9134,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/tile_validate_one.py,False,,2fd65d74d6f780b5b7a8e186e3c9c76eea406841fd4fbf0c700a16ec3f2b240f,2736,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/tile_worker.py,False,,887db2f30a6757d76f01cffd729c34d6b07761061a964690902acf035fc80105,18703,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/validate_artifacts.py,False,,98500f9080a76ca7664ed86a6684d212e118c648c93c440f188405b3ca7dcaa4,5263,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/validate_governance.py,False,,9516ed80f69de135cac98a4ca3e52b571d7929bf948ccb22d00c32b1f4e353aa,26001,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/validate_thesis_claim_provenance.py,False,,c161b6e63e0f61d64740c8750df2a8e6be96499c096d240228e8d95e2a342234,4177,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/validate_thesis_run.py,False,,8ce7b9c415f200fd83e15d35c9dd5a01acba28d0f2150e134fbbe97a80fa243d,53115,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/verify_final_xodr.py,False,,d80ff76f00fbea88794e2c81f8f646a93ab755fb75aeadd39dd9b47355436b22,6896,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/visual_check_calib_setup.py,False,,dfc8b761f90056e69adddd5dc966f710ca0cf6564c148a5534748b7bc23c569c,16390,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/write_manifest.py,False,,b626e02de27bb621a598614a2e8d4eaf4ee745f8cfabce6d9e2b3eab15988b32,3063,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/xodr_carla_hardener.py,False,,979aa5ba835340714ce3f24efd789644850334e3b7cb0ad2626d7f7559b04beb,19551,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/xodr_compare_gate.py,False,,3cfe257bc50ca3fc230d759604d71024b185d625683242d3c69e136af4667cf5,9290,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/xodr_coordinate_report.py,False,,359b69dcb95bc7ce963cc2473018e538b2f266a7ddf659722dc5b48417bc1462,3023,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tools/xodr_structural_summary.py,False,,b84a131924e3eb377ccf0ee9a62c1d4b8df9c351949f2802943257eed7d7e051,4457,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/missing_junction_link_repair.py,False,,c51b934cb2b8e0a2d45acb81acb2cb480061757e6171d09c84287ddc2d86544c,4947,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/road_removal.py,False,,4ef847edc287f8d0895c49803e2abd3f6464880e46768ed2f9ff0e31bd64910e,305,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/roundabout_rebuilder.py,False,,07a064eec3d74476a069309b08d75068668b2563af64ebf4beb13a1fb03415ea,5978,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/roundabout_reconstructor.py,False,,10eb66decd2711fa18abd624e25bc1ff5f98d710f15226e42d045a43cf9a2d11,27676,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/semantic_verifier.py,False,,986a4974bfba7b5892d63f178a1b1acbc2f03b1ea079b6fcac986109b30d298b,4875,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/structure_prune_legacy.py,False,,ab05323967f4e2bf7055f40702a91d92543b08429b17b23f77477f57a944f09d,6552,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/structure_scanner.py,False,,7cc59fab867d258756143dcc0a15c75029a3903d4a5ee7f22133788e77b6a478,25506,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/sumo_repair.py,False,,8f9c277c99e791ed4f8c165eef747b9255bd1d3c0dd5fc8d964dc27ccaba3af0,6760,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/topology/topology_linter.py,False,,25db77e812fd8936d516734b1efd830c9c288889d830f234d31c122bcb954990,15662,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/usercustomize.py,False,,75b4d0a39e69237d1f20bcf1ea25d96d6224566bc64ffbfd1c830c602cdf509f,727,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/__init__.py,False,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/bootstrap.py,False,,1c3301039c85fa5e02d1d1c89bf3ebcb6643e453c133d9c654e33b2d83027ebb,1029,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/carla_server.py,False,,3efc3dcc995c3ddd03019ef39118b6fe2f1041b4a962a1fa72fd3e82318e1352,3770,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/console_encoding.py,False,,436c0b13d1ac23cadb06e298ec744d396be7f922d23b9187366b5c3cf9962681,4108,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/environment_snapshot.py,False,,cfb264c5697cc9e107d302b03128b3e7775d6ebe6c0d8b997826d8df00723e35,653,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/file_hashing.py,False,,5f30ed8b76043671d5f36111e387454bcfaedf7d51858148450511e17ecda096,4335,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/finalize_run_pack.py,False,,4c32400896b66b9daf30cf8829e94eb3999fb60247d63e8d52bf94bc87e73377,2198,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/hashing.py,False,,8056269d93cd3aa5084174cf4dd4c22784a64a9bfcd9589fae97e6203cf931f8,458,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/logging.py,False,,8f475061b2760fda72faca184e4379065afe1ddf00989b55fda7386ea4a78a9c,109,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/map_fingerprint.py,False,,cd9ee274446bde538344324a3cf3488970e57e7ec91d9ea24b70a31e2cafd71d,1307,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/optional_imports.py,False,,d6644d4197a42bc05ad1521c15e1120072f13e65cc555cff3f14f40ba51cd414,533,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/output_discovery.py,False,,adfe5f4196f62c84932bfa2f04c7124df78a2477731d078251a1932c86d0e465,904,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/run_provenance.py,False,,facd42b1fefb2830e80644ba8e572375f90dad63b25aa667ab325630f0a370c1,6381,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/timestamped_print.py,False,,05743f9ca0b78aee2f09d40dbd61bf04959d55b5145e4a4b71b585d2e7e6afb7,2727,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/utf8_console.py,False,,f809d7a682aad2611b161dfedf6920edd8e7c06f254b918519a8ecca4b44251d,299,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/utils/xodr_subset.py,False,,f8f94e2124e63d4897b43979e039ad809e78e6e594688699a78f28d043906fd2,490,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/visualization/animated_diff.py,False,,5f7c5524ae389f3d3102d73d8cd928bcf97095e8860e7d113fdaaac7d8a5dfcc,2940,,root-level dev artifact (script/report),dev,False,False,True,False,
